Gene ID,Gene Description,Gene Accession Number
3502,GB DEF = Clone 18 (HL-18); dynein heavy chain (Dnahc14) mRNA; partial cds,U61741_at
3503,Putative cyclin G1 interacting protein mRNA; partial sequence,U61836_at
3504,NPTX1 Neuronal pentraxin I,U61849_at
3505,Cyr61 mRNA,U62015_at
3506,Putative enterocyte differentiation promoting factor mRNA; partial cds,U62136_at
3507,Choline kinase isolog 384D8_3 gene extracted from Chromosome 22q13 BAC Clone CIT987SK-384D8 complete sequence,U62317_rna3_at
3508,Hypothetical protein 384D8_6 gene extracted from Chromosome 22q13 BAC Clone CIT987SK-384D8 complete sequence,U62317_rna6_at
3509,Hypothetical protein 384D8_7 gene extracted from Chromosome 22q13 BAC Clone CIT987SK-384D8 complete sequence,U62317_rna7_at
3510,FE65-like protein (hFE65L) mRNA; partial cds,U62325_at
3511,GB DEF = Putative cytosolic NADP-dependent isocitrate dehydrogenase mRNA; partial cds,U62389_at
3512,CHRNA2 Cholinergic receptor; nicotinic; alpha polypeptide 2 (neuronal),U62431_at
3513,CHRNA4 Cholinergic receptor; nicotinic; alpha polypeptide 4,U62433_at
3514,Neuronal nicotinic acetylcholine receptor beta-2 subunit,U62437_at
3515,SLC4A2 Solute carrier family 4; anion exchanger; member 2 (erythrocyte membrane protein band 3-like 1),U62531_at
3516,Branched-chain amino acid aminotransferase (ECA40) mRNA,U62739_at
3517,CST6 Cystatin M,U62800_at
3518,Protease M mRNA,U62801_at
3519,Succinyl CoA:3-oxoacid CoA transferase precursor (OXCT) mRNA,U62961_at
3520,Int-6 mRNA,U62962_at
3521,Na+/nucleoside cotransporter (hCNT1c) mRNA,U62966_at
3522,Gal beta-1;3 GalNAc alpha-2;3 sialyltransferase (ST3Gal II) mRNA,U63090_at
3523,Rad50 (Rad50) mRNA,U63139_at
3524,RNA-binding protein CUG-BP/hNab50 (NAB50) mRNA,U63289_at
3525,Seven in absentia homolog mRNA,U63295_at
3526,GB DEF = Cosmid LL12NC01-242E1; ETV6 gene; exons 1B and 3 and partial cds,U63312_at
3527,GB DEF = MutY homolog (hMYH) gene,U63329_at
3528,Super cysteine rich protein mRNA; partial cds,U63332_at
3529,MHC Class I region proline rich protein mRNA,U63336_at
3530,SUR Sulfonylurea receptor (hyperinsulinemia),U63455_at
3531,GB DEF = mRNA expressed in HC/HCC livers and MolT-4 proliferating cells; partial sequence,U63541_at
3532,Putative FAP protein mRNA; partial cds,U63542_at
3533,Osteoclast stimulating factor mRNA,U63717_at
3534,Mitotic centromere-associated kinesin mRNA,U63743_at
3535,Transcription factor RTEF-1 (RTEF1) mRNA,U63824_at
3536,Hepatitis delta antigen interacting protein A (dipA) mRNA,U63825_at
3537,GB DEF = Neurogenic basic-helix-loop-helix protein (neuroD3) gene,U63842_at
3538,Guanine nucleotide exchange factor p115-RhoGEF mRNA; partial cds,U64105_at
3539,CC chemokine LARC precursor,U64197_at
3540,Il-12 receptor beta2 mRNA,U64198_at
3541,Ubiquitin fusion-degradation protein (UFD1L) mRNA,U64444_at
3542,Synaptobrevin-3 mRNA,U64520_at
3543,SRI Sorcin,U64675_at
3544,HPD-1 (hPD-1) mRNA,U64863_at
3545,G protein-coupled receptor GPR-NGA gene,U64871_at
3546,GB DEF = Ribonuclease k6 precursor gene,U64998_at
3547,Zinc finger protein PLAG1 mRNA,U65002_at
3548,Preferentially expressed antigen of melanoma (PRAME) mRNA,U65011_at
3549,Melanocyte-specific gene 1 (msg1) mRNA,U65092_at
3550,Msg1-related gene 1 (mrg1) mRNA,U65093_at
3551,GB DEF = Seven transmembrane G-coupled receptor (GPR31) gene,U65402_at
3552,Erythroid-specific transcription factor EKLF mRNA,U65404_at
3553,KCNJ1 gene (potassium channel ROM-K3) extracted from Human alternatively spliced potassium channels ROM-K1; ROM-K2; ROM-K3; ROM-K4; ROM-K5; and ROM-K6 (KCNJ1) gene,U65406_rna4_at
3554,Mitotic feedback control protein Madp2 homolog mRNA,U65410_at
3555,Homeodomain-containing protein (HANF) gene; partial cds,U65437_rna1_at
3556,Mitochondrial NADH dehydrogenase-ubiquinone Fe-S protein 8; 23 kDa subunit precursor (NDUFS8) nuclear mRNA encoding mitochondrial protein,U65579_at
3557,Ribosomal protein L3-like mRNA,U65581_at
3558,HPS Hermansky-Pudlak syndrome protein,U65676_at
3559,150 kDa oxygen-regulated protein ORP150 mRNA,U65785_at
3560,JUN V-jun avian sarcoma virus 17 oncogene homolog,U65928_at
3561,Extracellular matrix protein 1 (ECM1) mRNA,U65932_at
3562,Glypican-5 (GPC5) mRNA,U66033_at
3563,Sulfotransferase mRNA,U66036_at
3564,Clone 161455 breast expressed mRNA from chromosome X,U66048_at
3565,GB DEF = Clone W2-6 mRNA from chromosome X,U66052_at
3566,TCRBV1S1A1N1 gene extracted from Human germline T-cell receptor beta chain Dopamine-beta-hydroxylase-like; TRY1; TRY2; TRY3; TCRBV27S1P; TCRBV22S1A2N1T; TCRBV9S1A1T; TCRBV7S1A1N2T; TCRBV5S1A1T; TCRBV13S3; TCRBV6S7P; TCRBV7S3A2T; TCRBV13S2A1T; TCRBV9S2A2PT; TCRBV7S2A1N4T; TCRBV13S9/13S2A1T; TCRBV6S5A1N1; TCRBV30S1P; TCRBV31S1; TCRBV13S5; TCRBV6S1A1N1; TCRBV32S1P; TCRBV5S5P; TCRBV1S1A1N1; TCRBV12S2A1T; TCRBV21S1; TCRBV8S4P; TCRBV12S3; TCRBV21S3A2N2T; TCRBV8S5P; TCRBV13S1 genes from bases 1 to 267156 (section 1 of 3),U66059_cds7_at
3567,Transcription factor hGATA-6 mRNA,U66075_at
3568,MAGE-9 antigen (MAGE9) gene,U66083_at
3569,Sodium iodide symporter mRNA,U66088_at
3570,GB DEF = Fibroblast growth factor homologous factor 2 (FHF-2) mRNA,U66198_at
3571,T54 protein (T54) mRNA,U66359_at
3572,EPLG8 Eph-related receptor tyrosine kinase ligand 8),U66406_at
3573,Hematopoietic progenitor kinase (HPK1) mRNA,U66464_at
3574,Cell growth regulator CGR11 mRNA,U66468_at
3575,Cell growth regulator CGR19 mRNA,U66469_at
3576,LEPR Leptin receptor,U66497_at
3577,NPM1 Nucleophosmin (nucleolar phosphoprotein B23; numatrin),U66559_at
3578,Kruppel-related zinc finger protein (ZNF184) mRNA; partial cds,U66561_at
3579,Purinergic receptor P2Y9 mRNA,U66578_at
3580,GB DEF = Putative G protein-coupled receptor (GPR21) gene,U66580_at
3581,GB DEF = Putative G protein-coupled receptor (GPR22) gene,U66581_at
3582,SWI/SNF complex 155 KDa subunit (BAF155) mRNA,U66615_at
3583,SWI/SNF complex 170 KDa subunit (BAF170) mRNA,U66616_at
3584,SWI/SNF complex 60 KDa subunit (BAF60a) mRNA; alternatively spliced,U66617_at
3585,SWI/SNF complex 60 KDa subunit (BAF60b) mRNA,U66618_at
3586,SWI/SNF complex 60 KDa subunit (BAF60c) mRNA,U66619_at
3587,GABA-A receptor epsilon subunit mRNA,U66661_at
3588,3-hydroxyisobutyryl-coenzyme A hydrolase mRNA,U66669_at
3589,Phogrin mRNA,U66702_at
3590,Cyclin A1 mRNA,U66838_at
3591,Bcl-2 binding component 6 (bbc6) mRNA,U66879_at
3592,Mitogen-activated kinase kinase kinase 5 (MAPKKK5) mRNA,U67156_at
3593,GB DEF = Selenoprotein W (selW) mRNA,U67171_at
3594,Multiple exostosis-like protein (EXTL) mRNA,U67191_at
3595,Mch3 isoform alpha (Mch3) mRNA,U67319_at
3596,Growth factor independence-1 (Gfi-1) mRNA,U67369_at
3597,Mouse transaldolase gene mRNA,U67611_at
3598,No cluster in current Unigene and no Genbank entry for U67614 (qualifier U67614_at),U67614_at
3599,SLC15A2 Solute carrier family 15 (H+/peptide transporter); member 2,U67674_at
3600,CGMP-stimulated 3';5'-cyclic nucleotide phosphodiesterase PDE2A3 (PDE2A) mRNA,U67733_at
3601,Orphan G protein-coupled receptor (RDC1) mRNA; partial cds,U67784_at
3602,GB DEF = Beta-galactoside alpha2;6-sialyltransferase (SIAT1) mRNA; exon W,U67849_at
3603,44.9 kDa protein C18B11 homolog gene; partial cds,U67934_at
3604,Lysophospholipase homolog (HU-K5) mRNA,U67963_at
3605,Guanylate kinase associated protein (GKAP) mRNA,U67988_at
3606,Mad protein homolog (hMAD-2) mRNA,U68018_at
3607,Mad protein homolog (hMAD-3) mRNA,U68019_at
3608,G protein-coupled receptor (STRL22) mRNA,U68030_at
3609,GB DEF = G protein-coupled receptor (STRL22) mRNA; alternatively spliced 5'UTR sequence,U68031_at
3610,Putative splice factor transformer2-beta mRNA,U68063_at
3611,PROTEIN PHOSPHATASE INHIBITOR 2,U68111_at
3612,GB DEF = Clone SCC-S4; mRNA sequence,U68133_at
3613,RalGDS-like 2 (RGL2) mRNA; partial cds,U68142_at
3614,Farnesol receptor HRR-1 (HRR-1) mRNA,U68233_at
3615,Meis1-related protein 2 (MRG2); mRNA; partial cds,U68385_at
3616,Amphiphysin II mRNA,U68485_at
3617,HTR7 5-hydroxytryptamine (serotonin) receptor 7 (adenylate cyclase-coupled),U68488_at
3618,Hbc647 mRNA sequence,U68494_at
3619,Zinc finger protein mRNA,U68536_at
3620,HS1 binding protein HAX-1 mRNA; nuclear gene encoding mitochondrial protein,U68566_at
3621,NADH:ubiquinone oxidoreductase subunit B13 (B13) mRNA,U68723_at
3622,Homeobox-containing protein mRNA,U68727_at
3623,TNF receptor associated factor 5 mRNA; partial cds,U69108_at
3624,FUSE binding protein 3 (FBP3) mRNA; partial cds,U69127_at
3625,GCDH Glutaryl-Coenzyme A dehydrogenase,U69141_at
3626,Matrilin-2 precursor mRNA; partial cds,U69263_at
3627,RNA binding protein Etr-3 mRNA,U69546_at
3628,Zinc finger protein mRNA,U69645_at
3629,RIEG Rieger syndrome (solurshin),U69961_at
3630,Acid ceramidase mRNA,U70063_at
3631,THPO Thrombopoietin (myeloproliferative leukemia virus oncogene ligand; megakaryocyte growth and development factor),U70136_at
3632,Herpesvirus entry mediator mRNA,U70321_at
3633,Transportin (TRN) mRNA,U70322_at
3634,SCA2 Spinocerebellar ataxia 2 (olivopontocerebellar ataxia 2; autosomal dominant),U70323_at
3635,Hindlimb expressed homeobox protein backfoot (Bft) mRNA,U70370_at
3636,A28-RGS14p mRNA,U70426_at
3637,Myleoid differentiation primary response protein MyD88 mRNA,U70451_at
3638,Copper transport protein HAH1 (HAH1) mRNA,U70660_at
3639,Zinc finger transcription factor hEZF (EZF) mRNA,U70663_at
3640,Ataxin-2 related protein mRNA; partial cds,U70671_at
3641,Glutamate pyruvate transaminase (GPT) gene,U70732_rna1_at
3642,GB DEF = 34 kDa mov34 isologue mRNA,U70735_at
3643,Nuclear factor I B3 mRNA,U70862_at
3644,Prostaglandin transporter hPGT mRNA,U70867_at
3645,IL13 receptor,U70981_at
3646,GAP binding protein p62dok (DOK) mRNA,U70987_at
3647,Protein tyrosine kinase t-Ror1 (Ror1) mRNA,U71087_at
3648,MAP kinase kinase MEK5c mRNA,U71088_at
3649,GB DEF = Somatostatin receptor-like protein (GPR24) gene,U71092_at
3650,Eyes absent homolog (Eab1) mRNA,U71207_at
3651,SNAPC3 Small nuclear RNA activating complex; polypeptide 3; 50kD,U71300_at
3652,Cytoplasmic antiproteinase 3 (CAP3) mRNA,U71364_at
3653,GB DEF = HsPex13p mRNA,U71374_at
3654,Zinc finger protein zfp2 (zf2) mRNA; partial cds,U71598_at
3655,Zinc finger protein zfp47 (zf47) mRNA; partial cds,U71601_at
3656,CtBP interacting protein CtIP (CtIP) mRNA,U72066_at
3657,Guanine nucleotide regulatory factor (LFP40) mRNA,U72206_at
3658,YY1-associated factor 2 (YAF2) mRNA,U72209_at
3659,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE 45 KD SUBUNIT,U72342_at
3660,40871 mRNA partial sequence,U72507_at
3661,B7 mRNA,U72508_at
3662,B-cell receptor associated protein (hBAP) mRNA; partial cds,U72511_at
3663,GB DEF = B-cell receptor associated protein (hBAP) alternatively spliced mRNA; partial 3'UTR,U72512_at
3664,C2f mRNA,U72514_at
3665,C3f mRNA,U72515_at
3666,GB DEF = Alternatively spliced variant C7f (C3f) mRNA; partial 3'UTR,U72517_at
3667,LOT1 mRNA,U72621_at
3668,Ninjurin1 mRNA,U72661_at
3669,Telencephalin precursor mRNA,U72671_at
3670,GB DEF = Karyopherin beta 3 mRNA,U72761_at
3671,H_LUCA14.2b gene extracted from Human cosmid LUCA14,U73167_cds3_at
3672,H_LUCA14.3 gene extracted from Human cosmid LUCA14,U73167_cds4_at
3673,SM15 gene (human interferon-related protein SM15 (U09585); final exon similar to partial sequence of human EST R48415; but would require alternative splice) extracted from Human cosmid LUCA14,U73167_cds5_at
3674,H_LUCA14.6 gene extracted from Human cosmid LUCA14,U73167_cds7_at
3675,Inward rectifier potassium channel (Kir1.3),U73191_at
3676,CB1 cannabinoid receptor (CNR1) gene,U73304_rna1_at
3677,DLX7 Distal-less homeobox 7,U73328_at
3678,GB DEF = PAC 85D2; complete sequence,U73330_at
3679,Methionine synthase mRNA,U73338_at
3680,SKI V-ski avian sarcoma viral oncogene homolog,U73377_at
3681,Cyclin-selective ubiquitin carrier protein mRNA,U73379_at
3682,GB DEF = Hepatic nuclear factor 1-alpha (TCF-1-alpha) gene; promoter region and partial cds,U73499_at
3683,Short-chain alcohol dehydrogenase (XH98G2) mRNA,U73514_at
3684,Putative ATP/GTP-binding protein (HEAB) mRNA,U73524_at
3685,Meningioma-expressed antigen 6 (MEA6) mRNA,U73682_at
3686,48 kDa FKBP-associated protein FAP48 mRNA,U73704_at
3687,GTBP DNA G/T mismatch-binding protein,U73737_at
3688,GB DEF = Dynactin mRNA; partial cds,U73799_at
3689,P97 mRNA,U73824_at
3690,Epithelial-specific transcription factor ESE-1b (ESE-1) mRNA,U73843_at
3691,ADP-ribosylation factor-like protein 4 mRNA,U73960_at
3692,Putative M phase phosphoprotein 2 (MPP2) mRNA,U74612_at
3693,Tat interactive protein mRNA,U74667_at
3694,TBP-associated factor (hTAFII130) mRNA; partial cds,U75308_at
3695,Isopeptidase T-3 (ISOT-3) mRNA,U75362_at
3696,Mitochondrial RNA polymerase mRNA; nuclear gene encoding mitochondrial protein,U75370_at
3697,Histone stem-loop binding protein (SLBP) mRNA,U75679_at
3698,CHL1 protein,U75968_at
3699,Putative zinc transporter ZnT-3 (ZnT-3) mRNA,U76010_at
3700,GB DEF = EXTL2 (EXTL2) mRNA; partial cds,U76189_at
3701,FHIT Fragile histidine triad gene product,U76272_at
3702,GB DEF = Cationic amino acid transporter-2B (ATRC2) mRNA; partial cds,U76369_at
3703,DsRNA adenosine deaminase DRADA2b (DRADA2b) mRNA,U76421_at
3704,Tissue inhibitor of metalloproteinase 4 mRNA,U76456_at
3705,BRCA1-associated RING domain protein (BARD1) mRNA,U76638_at
3706,Tat-SF1 mRNA,U76992_at
3707,SPS1/STE20 homolog KHS1 mRNA,U77129_at
3708,EBI1-ligand chemokine,U77180_at
3709,No cluster in current Unigene and no Genbank entry for U77396 (qualifier U77396_at),U77396_at
3710,O-linked GlcNAc transferase mRNA,U77413_at
3711,Nucleosome assembly protein 2 mRNA,U77456_at
3712,Tazarotene-induced gene 2 (TIG2) mRNA,U77594_at
3713,Microsomal glutathione S-transferase (GST-II) mRNA,U77604_at
3714,K12 protein precursor mRNA,U77643_at
3715,RNaseP protein p38 (RPP38) mRNA,U77664_at
3716,RNaseP protein p30 (RPP30) mRNA,U77665_at
3717,Desmosome associated protein pinin mRNA,U77718_at
3718,Pim-2 protooncogene homolog pim-2h mRNA,U77735_at
3719,GB DEF = Orphan G protein-coupled receptor (CEPR) gene,U77827_at
3720,HTRIP (hTRIP) mRNA,U77845_at
3721,KAI1 Kangai 1 (suppression of tumorigenicity 6; prostate; CD82 antigen (R2 leukocyte antigen; antigen detected by monoclonal and antibody IA4)),U77948_at
3722,Cdc6-related protein (HsCDC6) mRNA,U77949_at
3723,MOP5 mRNA; partial cds,U77968_at
3724,RPL27 Ribosomal protein L27,U77970_at
3725,Hepatocyte nuclear factor 6 (HNF-6) mRNA; partial cds,U77975_at
3726,L44L gene (L44-like ribosomal protein) extracted from Human Bruton's tyrosine kinase (BTK); alpha-D-galactosidase A (GLA); L44-like ribosomal protein (L44L) and FTP3 (FTP3) genes,U78027_rna3_at
3727,L44L gene (L44-like ribosomal protein) extracted from Human Bruton's tyrosine kinase (BTK); alpha-D-galactosidase A (GLA); L44-like ribosomal protein (L44L) and FTP3 (FTP3) genes,U78027_rna4_at
3728,Placental bikunin mRNA,U78095_at
3729,Gamma SNAP mRNA,U78107_at
3730,Sodium channel 2 (hBNaC2) mRNA; alternatively spliced,U78180_at
3731,GTP cyclohydrolase I feedback regulatory protein gene,U78190_rna1_at
3732,Myogenic repressor I-mf (MDFI) mRNA,U78313_at
3733,Immunophilin homolog ARA9 mRNA,U78521_at
3734,Gu binding protein mRNA; partial cds,U78524_at
3735,Eukaryotic translation initiation factor (eIF3) mRNA,U78525_at
3736,Gallbladder mucin MUC5B mRNA; partial cds,U78551_at
3737,Cisplatin resistance associated alpha protein (hCRA alpha) mRNA,U78556_at
3738,68 kDa type I phosphatidylinositol-4-phosphate 5-kinase alpha mRNA; clone PIP5KIa1,U78575_at
3739,GB DEF = Leukemia inhibitory factor receptor mRNA; 5' untranslated region,U78628_at
3740,Thioredoxin mRNA; nuclear gene encoding mitochondrial protein,U78678_at
3741,Zinc finger gene,U78722_at
3742,ABC3 ATP-binding cassette 3,U78735_at
3743,GB DEF = Folate receptor alpha (hFR) mRNA; partial cds,U78793_at
3744,TNF receptor associated factor 6 (TRAF6) mRNA,U78798_at
3745,MEK kinase 3 mRNA,U78876_at
3746,Clone 23759 mRNA; partial cds,U79241_at
3747,Clone 23560 mRNA sequence,U79242_at
3748,Clone 23586 mRNA sequence,U79245_at
3749,Clone 23799 mRNA sequence,U79246_at
3750,Clone 23599 mRNA sequence,U79247_at
3751,Clone 23826 mRNA sequence,U79248_at
3752,Clone 23839 mRNA sequence,U79249_at
3753,OPCML Opioid-binding cell adhesion molecule,U79251_at
3754,Clone 23679 mRNA,U79252_at
3755,Clone 23893 mRNA,U79253_at
3756,Clone 23693 mRNA sequence,U79254_at
3757,X11 protein mRNA; partial cds,U79255_at
3758,Clone 23719 mRNA sequence,U79256_at
3759,Clone 23932 mRNA sequence,U79257_at
3760,Clone 23732 mRNA; partial cds,U79258_at
3761,Clone 23945 mRNA,U79259_at
3762,Clone 23745 mRNA,U79260_at
3763,DHPS Deoxyhypusine synthase,U79262_at
3764,Clone 23760 mRNA; partial cds,U79263_at
3765,Clone 23614 mRNA sequence,U79265_at
3766,Clone 23627 mRNA,U79266_at
3767,Clone 23840 mRNA; partial cds,U79267_at
3768,Clone 23707 mRNA; partial cds,U79270_at
3769,Clones 23920 and 23921 mRNA sequence,U79271_at
3770,Clone 23720 mRNA sequence,U79272_at
3771,Clone 23933 mRNA sequence,U79273_at
3772,Clone 23733 mRNA,U79274_at
3773,Clone 23947 mRNA; partial cds,U79275_at
3774,Clone 23548 mRNA sequence,U79277_at
3775,Clone 23575 mRNA; partial cds,U79280_at
3776,Clone 23801 mRNA sequence,U79282_at
3777,GLYCYLPEPTIDE N-TETRADECANOYLTRANSFERASE,U79285_at
3778,Arginine methyltransferase mRNA,U79286_at
3779,Clone 23867 mRNA sequence,U79287_at
3780,Clone 23682 mRNA sequence,U79288_at
3781,Clone 23695 mRNA sequence,U79289_at
3782,Clone 23908 mRNA sequence,U79290_at
3783,Clone 23721 mRNA sequence,U79291_at
3784,Clone 23948 mRNA sequence,U79293_at
3785,Clone 23748 mRNA,U79294_at
3786,Clone 23961 mRNA sequence,U79295_at
3787,DLAT Dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex),U79296_at
3788,Clone 23589 mRNA sequence,U79297_at
3789,Clone 23803 mRNA; partial cds,U79298_at
3790,Neuronal olfactomedin-related ER localized protein mRNA; partial cds,U79299_at
3791,Clone 23629 mRNA sequence,U79300_at
3792,Clone 23842 mRNA sequence,U79301_at
3793,Clone 23855 mRNA; partial cds,U79302_at
3794,Clone 23882 mRNA,U79303_at
3795,Clone 23909 mRNA; partial cds,U79304_at
3796,Orphan G-protein coupled receptor Dez isoform a mRNA,U79526_at
3797,Reelin (RELN) mRNA,U79716_at
3798,Endonuclease III homolog mRNA,U79718_at
3799,A33 antigen precursor mRNA,U79725_at
3800,Huntingtin interacting protein (HIP1) mRNA,U79734_at
3801,Basic-leucine zipper nuclear factor (JEM-1) mRNA,U79751_at
3802,Btf2p44 gene (basic transcription factor 2 p44) extracted from Human basic transcription factor 2 p44 (btf2p44) gene; partial cds; neuronal apoptosis inhibitory protein (naip) and survival motor neuron protein (smn) genes,U80017_rna1_at
3803,Naip gene (neuronal apoptosis inhibitory protein) extracted from Human basic transcription factor 2 p44 (btf2p44) gene; partial cds; neuronal apoptosis inhibitory protein (naip) and survival motor neuron protein (smn) genes,U80017_rna2_at
3804,Smn gene (survival motor neuron protein SMN) extracted from Human basic transcription factor 2 p44 (btf2p44) gene; partial cds; neuronal apoptosis inhibitory protein (naip) and survival motor neuron protein (smn) genes,U80017_rna3_at
3805,Mitochondrial intermediate peptidase precursor (MIPEP) mRNA; mitochondrial gene encoding mitochondrial protein,U80034_at
3806,ACO2 Aconitase 2; mitochondrial,U80040_at
3807,GB DEF = Tip associating protein (TAP) mRNA,U80073_at
3808,FLII gene,U80184_rna1_at
3809,Transcription factor SIM2 long form mRNA,U80456_at
3810,Transcription factor SIM2 long form mRNA,U80457_at
3811,Thymidine kinase 2 (TK2) mRNA,U80628_at
3812,Androgen regulated homeobox protein (NKX3.1) mRNA,U80669_at
3813,Lysophosphatidic acid receptor homolog mRNA,U80811_at
3814,SNRPN mRNA; 3' UTR; partial sequence,U81001_at
3815,P76 mRNA,U81006_at
3816,EPLG5 Eph-related receptor tyrosine kinase ligand 5,U81262_at
3817,Placental equilibrative nucleoside transporter 1 (hENT1) mRNA,U81375_at
3818,Endometrial bleeding associated factor mRNA,U81523_at
3819,CaM kinase II isoform mRNA,U81554_at
3820,Hypothetical protein A4 mRNA,U81556_at
3821,Homeodomain protein HOXB13 mRNA,U81599_at
3822,Paired-like homeodomain protein PRX-2 mRNA; partial cds,U81600_at
